gene_id	gene_name	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6	individual_7	individual_8	individual_9	individual_10
ENSG00000000003.15	TSPAN6	78.8062	99.4232	1.0222	61.3677	39.9315	0	57.5719	25.4086	51.2845	194.9786
ENSG00000000005.6	TNMD	0	0.6969	0	0.8593	0.3578	0	0	0.0467	0.7766	4.3175
ENSG00000000419.13	DPM1	145.1657	115.421	131.0724	83.4367	66.1125	43.9931	86.4358	62.8583	188.4803	185.9331
ENSG00000000457.14	SCYL3	7.4752	23.3972	8.5867	6.6339	4.7312	15.2377	4.7965	6.5035	6.3439	6.8063
ENSG00000000460.17	C1orf112	10.1393	7.818	19.1992	7.2377	1.7593	15.761	3.3714	2.611	8.7038	5.2795
ENSG00000000938.13	FGR	4.1118	26.6887	40.8374	21.5519	13.6885	18.9968	3.2967	113.9825	2.9695	7.1297
ENSG00000000971.16	CFH	78.376	28.817	9.6608	11.4545	54.0646	0.3455	3.0484	39.0673	23.0501	16.9213
ENSG00000001036.14	FUCA2	104.9599	52.0094	19.169	48.3015	74.1856	21.5772	9.9543	60.3206	56.2642	114.6804
ENSG00000001084.13	GCLC	66.3092	19.0299	16.6358	18.083	15.8363	25.9812	12.3831	12.3331	9.9435	18.1068
ENSG00000001167.14	NFYA	27.8819	109.4305	51.8948	36.5211	18.3676	53.2169	15.749	17.5554	29.0739	18.8459
ENSG00000001460.18	STPG1	7.1602	5.5141	4.6126	4.9079	4.1709	1.6478	0.4253	6.9532	6.1629	2.9343
ENSG00000001461.17	NIPAL3	18.3431	38.6785	10.8104	15.7668	26.009	24.9142	4.4306	14.9823	17.0611	13.4547
ENSG00000001497.18	LAS1L	10.2877	19.5349	28.2105	13.8606	12.5995	18.2827	25.7652	11.0422	8.3166	31.9501
ENSG00000001561.7	ENPP4	1.9552	13.1927	17.6922	50.0536	49.8306	9.1627	21.6389	26.5257	20.3094	18.8034
ENSG00000001617.12	SEMA3F	80.9523	22.2599	11.7983	12.0371	78.0426	0.1242	8.9412	16.9073	32.6856	42.8266
ENSG00000001626.16	CFTR	0.0247	0.2522	0.1119	0.5103	0.0295	0.0121	0.233	9.2269	17.6339	91.1411
ENSG00000001629.10	ANKIB1	43.8944	31.1741	24.3392	80.9185	36.0037	39.7762	30.5609	18.9957	32.9232	20.862
ENSG00000001630.17	CYP51A1	4.0564	1.9128	2.2248	3.642	1.4132	0.5095	0.3077	3.8698	1.3456	6.1007
ENSG00000001631.16	KRIT1	3.5731	4.2693	3.6372	6.4877	2.3266	12.2878	5.5665	2.7682	4.6012	3.9977
ENSG00000002016.18	RAD52	9.7368	11.3215	8.0179	19.4353	4.769	29.1208	8.3928	3.6761	9.6969	8.0322
ENSG00000002079.14	MYH16	0.2075	0.0714	0.049	0.3486	0.0186	0.4181	0.1263	0.2187	0.1298	0.2731
ENSG00000002330.14	BAD	34.0513	17.3519	12.198	49.5563	14.9779	5.0528	71.9335	13.8915	21.5706	45.8821
ENSG00000002549.12	LAP3	122.5375	103.7108	173.2181	117.9339	118.4347	29.4514	70.1426	153.6534	67.4013	100.4283
ENSG00000002586.20	CD99	40.3105	139.4947	78.5192	376.1927	133.4737	85.5431	230.8059	186.0191	63.4013	174.6806
ENSG00000002586.20_PAR_Y	CD99	0	0	0	0	0	0	0	0	0	0
ENSG00000002587.10	HS3ST1	79.4123	11.5261	2.0788	14.3754	13.0055	3.3855	9.7766	23.4238	1.4829	4.7489
ENSG00000002726.21	AOC1	0.108	0.883	0.0327	0.4244	884.9883	0.5382	0.0574	38.3486	16.2908	315.6718
ENSG00000002745.13	WNT16	2.9322	0.1576	0.0947	0.9585	0	0.4774	0	0.1268	0.0669	0.2111
ENSG00000002746.15	HECW1	0.047	0.203	0.0532	2.1966	0.0547	0.0516	1.8912	0.0742	0.5758	0.3955
ENSG00000002822.15	MAD1L1	0.396	0.2756	0.4446	0.3626	0.2272	2.3873	0.03	1.0398	0.1359	0
ENSG00000002834.18	LASP1	233.2584	102.6103	185.2231	84.8091	139.2872	41.4032	76.1218	161.3011	143.5228	133.3529
ENSG00000002919.15	SNX11	32.518	16.3638	64.1862	36.2741	24.1343	6.1774	53.2882	21.311	12.8101	20.3781
ENSG00000002933.9	TMEM176A	1.835	13.6454	30.7958	155.5209	587.0686	0.2068	8.7871	75.38	29.1666	218.8965
ENSG00000003056.8	M6PR	119.1744	52.0046	107.5216	73.9201	125.8276	58.9122	28.6368	86.9037	60.5345	66.7318
ENSG00000003096.14	KLHL13	11.1518	0.847	0.062	17.9577	5.0331	40.3895	6.1171	1.689	0.2032	1.6525
ENSG00000003137.8	CYP26B1	0.3425	117.7191	7.7787	4.0298	4.5863	0	1.7468	1.1828	2.242	2.8849
ENSG00000003147.19	ICA1	10.0847	23.1586	0.8863	11.862	6.0081	0.3928	3.8698	23.7584	22.3445	44.055
ENSG00000003249.15	DBNDD1	2.6582	8.7168	0.1524	15.5774	24.6955	0.188	38.5689	16.0607	37.297	21.2687
ENSG00000003393.15	ALS2	4.9998	16.0136	8.3453	14.5007	8.5612	44.9691	9.2112	10.9162	8.7901	6.6333
ENSG00000003400.15	CASP10	7.5423	4.8168	12.6076	4.3946	14.0321	28.0331	2.2061	15.1029	8.8773	11.1097
ENSG00000003402.20	CFLAR	6.9467	25.7909	46.3636	11.4203	17.1308	30.4952	4.3996	22.3803	12.1891	9.0258
ENSG00000003436.16	TFPI	89.0761	4.0722	1.805	14.0472	92.355	6.9581	1.7368	36.3764	1.5283	4.7786
ENSG00000003509.16	NDUFAF7	8.2001	14.0868	9.7365	13.8729	6.9908	19.6326	12.9292	7.8211	12.6475	14.7656
ENSG00000003756.17	RBM5	11.4521	27.4733	13.6455	38.1763	6.3904	86.3247	23.6066	19.3326	15.6045	15.0998
ENSG00000003987.14	MTMR7	0.2834	1.9209	0.3569	1.1351	0.813	16.6266	4.41	0.4181	1.686	0.1243
ENSG00000003989.18	SLC7A2	1.8316	3.1229	0.7508	11.7343	42.7981	0.0607	2.2714	8.0446	2.2164	0.7626
ENSG00000004059.11	ARF5	307.9704	153.6583	149.7974	259.0938	116.8352	33.3649	362.7128	151.3621	156.6265	274.8198
ENSG00000004139.14	SARM1	0.3388	1.8641	0.4676	8.2616	1.7172	0.5289	7.0476	1.2484	2.664	1.4424
ENSG00000004142.12	POLDIP2	220.8287	94.8436	177.4568	185.7418	143.3467	38.6079	341.2008	113.7663	103.2347	211.3901
ENSG00000004399.13	PLXND1	5.6833	66.8312	65.7623	86.1148	117.4601	67.4885	39.9384	70.7048	63.3595	23.3202
ENSG00000004455.17	AK2	64.3095	45.6131	64.7067	55.7861	53.2737	35.1684	24.3865	34.2965	53.2886	46.8298
ENSG00000004468.13	CD38	6.919	3.7034	31.9076	29.4601	2.4901	379.3447	2.344	11.2255	1.7432	2.3862
ENSG00000004478.8	FKBP4	137.6954	89.8146	91.3631	51.2783	54.6404	10.9115	73.3112	50.8846	128.5937	109.2518
ENSG00000004487.17	KDM1A	81.1381	61.015	125.782	94.9253	30.6964	72.1828	83.4194	40.0777	120.5107	82.0012
ENSG00000004534.15	RBM6	22.3243	39.3975	37.5307	68.837	10.161	62.9618	51.2422	32.0625	20.2652	29.8738
ENSG00000004660.15	CAMKK1	1.8818	14.6083	0.8151	8.4523	9.5042	1.9512	3.9838	4.5283	1.5788	4.2404
ENSG00000004700.16	RECQL	33.0749	30.2304	51.0745	21.5701	27.0162	21.0928	9.4068	16.9375	17.592	17.0457
ENSG00000004766.17	VPS50	10.8507	9.6039	8.4724	14.348	7.3719	16.1507	7.3771	7.5763	8.6449	7.6216
ENSG00000004776.13	HSPB6	1.5183	2.2001	0.6813	34.7746	13.8859	0	0.5459	7.4014	30.2668	14.1863
ENSG00000004777.18	ARHGAP33	7.3558	8.7633	12.0237	55.9431	1.0709	5.902	46.5506	5.0353	26.0559	2.554
ENSG00000004779.10	NDUFAB1	251.7403	106.5245	147.8075	99.1422	72.0169	30.5854	235.533	71.6461	109.2335	140.1907
ENSG00000004799.8	PDK4	4.6804	81.7188	2.6394	28.2107	168.0057	0.4221	8.811	39.5865	12.3721	7.9219
ENSG00000004809.14	SLC22A16	0.0837	0.6088	0.5855	0.303	0.0751	22.9481	0.0371	0.918	0.0699	0
ENSG00000004838.14	ZMYND10	0.2548	2.4033	0.3424	30.2932	0.8124	1.1202	2.5812	32.6361	2.6261	0.4769
ENSG00000004846.16	ABCB5	0	0.0069	0	0.0457	0.0697	0.0259	0	0.4247	0.1592	0
ENSG00000004848.8	ARX	0.0263	0.0206	0.0596	16.4282	0.1131	0	0.3022	1.3733	0	0.1106
ENSG00000004864.14	SLC25A13	58.0095	35.9565	47.7918	45.766	25.5101	17.6404	28.5696	21.7887	52.6984	37.1859
ENSG00000004866.22	ST7	16.0566	8.935	11.6048	20.6406	12.5693	18.5141	32.6498	14.1729	14.3437	12.6682
ENSG00000004897.12	CDC27	67.4153	33.5103	47.2911	38.2888	36.2418	30.1592	34.131	22.0543	29.5783	21.9836
ENSG00000004939.15	SLC4A1	0.0319	0.0125	0.0603	0.099	0.0801	8.981	0.0848	0.2153	0.3408	0.0336
ENSG00000004948.16	CALCR	0.1162	0.137	0.0146	0.2003	15.301	0.0284	0.0686	0.1634	0.2068	0.0816
ENSG00000004961.15	HCCS	27.7903	43.3255	43.801	29.846	34.4586	11.1014	25.1839	31.8811	24.1808	78.8764
ENSG00000004975.12	DVL2	22.4907	27.3175	43.9533	39.2038	16.6288	11.0831	39.9348	15.6974	31.1015	20.3276
ENSG00000005001.10	PRSS22	56.752	68.6032	0.1037	0.0355	0.0492	0	0	90.6714	19.5752	75.8582
ENSG00000005007.13	UPF1	54.6349	81.4911	109.3743	34.5312	37.3142	15.8551	66.6318	52.9384	35.7234	48.4177
ENSG00000005020.13	SKAP2	62.7116	18.7193	61.5575	31.1985	75.869	87.0416	3.8489	38.3911	21.3704	18.0555
ENSG00000005022.6	SLC25A5	1692.2289	589.6351	1500.7226	420.0692	380.2353	225.0821	1450.5558	487.156	314.221	1922.8209
ENSG00000005059.16	MCUB	42.8672	19.0243	25.6508	51.2579	11.2068	19.3198	7.128	17.6943	11.423	12.1606
ENSG00000005073.6	HOXA11	9.0105	1.3248	0	4.1503	1.8027	0.0898	0	0.1292	0.0818	3.5492
ENSG00000005075.15	POLR2J	154.4234	65.5221	97.6845	195.7618	51.6598	21.142	242.5258	76.7608	224.1266	103.4677
ENSG00000005100.13	DHX33	15.1193	18.5125	57.4976	28.1469	10.6525	18.842	24.6627	8.0542	13.3225	15.6793
ENSG00000005102.14	MEOX1	0.3671	8.1743	0.7398	0.0949	0.8558	0.0448	0	1.754	40.1707	5.797
ENSG00000005108.16	THSD7A	0.5693	2.4018	0.5321	15.7873	10.0791	10.7451	4.4483	1.2694	1.4344	0.6781
ENSG00000005156.12	LIG3	12.6241	9.8618	14.6446	10.2248	4.3662	18.0339	6.7063	5.6617	3.6216	11.9086
ENSG00000005175.10	RPAP3	34.7381	17.3279	69.1259	18.8556	18.3263	28.2968	14.3582	14.22	24.2811	19.6379
ENSG00000005187.12	ACSM3	0.7842	1.0957	0.815	0.3153	5.0549	10.2946	0.1542	4.4084	17.7844	3.3025
ENSG00000005189.20	REXO5	12.3366	3.3153	6.1507	7.2196	2.3122	32.6557	16.8716	2.4663	3.8636	3.3517
ENSG00000005194.15	CIAPIN1	101.6512	59.2336	76.7896	42.3663	43.6896	19.8061	115.9509	39.5528	30.9612	65.3197
ENSG00000005206.17	SPPL2B	12.0732	42.0531	18.9326	38.8197	8.7708	14.9931	68.6719	17.2083	14.7728	26.0243
ENSG00000005238.20	FAM214B	3.8751	22.206	4.17	15.2403	10.3268	9.0439	33.9342	14.8981	9.1611	10.9419
ENSG00000005243.10	COPZ2	23.2774	48.9226	5.8311	65.9332	46.0342	0.0642	7.7987	13.0849	17.9891	21.0447
ENSG00000005249.13	PRKAR2B	15.2967	23.2295	1.378	28.9067	4.5844	2.053	24.5126	8.0754	17.1095	6.2638
ENSG00000005302.19	MSL3	5.0602	17.5709	16.9602	15.6838	7.2354	23.4335	12.3257	10.494	13.1877	19.7594
ENSG00000005339.15	CREBBP	39.3594	35.9923	37.0202	15.8802	19.1653	32.8021	14.8925	21.219	35.1065	17.792
ENSG00000005379.17	TSPOAP1	0.2945	26.5587	5.716	11.7678	3.0963	11.135	17.024	5.3112	5.8037	31.4707
ENSG00000005381.8	MPO	0.0464	1.4582	0.5083	1.0788	0.0665	2391.0252	0.1437	1.1538	1.3309	0.7325
ENSG00000005421.9	PON1	0.0616	2.2986	0	0.2228	0.0221	0	0.0817	0.2855	3.0608	0.0648
ENSG00000005436.14	GCFC2	6.6943	18.1731	14.0012	11.1619	10.7316	12.9695	4.1621	6.3518	11.7117	7.631
ENSG00000005448.17	WDR54	49.3896	9.8056	55.5364	39.4029	45.2816	0.8826	94.1552	24.8853	35.5201	15.1581
ENSG00000005469.12	CROT	27.8561	11.738	3.8368	40.1881	9.9612	10.4866	18.8138	11.1986	4.2944	5.8273
ENSG00000005471.19	ABCB4	0.3175	1.3061	0.32	2.4072	1.0933	0.5739	1.7332	0.3838	0.1201	0.6909
ENSG00000005483.21	KMT2E	28.6205	47.2423	34.7361	42.81	26.7572	103.2981	15.6821	25.2278	56.6882	18.0734
ENSG00000005486.17	RHBDD2	161.6828	122.5516	44.6986	336.6384	134.461	10.8329	492.6515	176.7896	278.9138	131.0133
ENSG00000005513.10	SOX8	0	123.0111	0.1245	134.1761	0.5119	0.0536	1272.8751	4.1198	0.0733	3.5449
ENSG00000005700.15	IBTK	32.6955	46.2606	28.5183	26.0006	26.7835	40.3075	20.153	22.308	25.2343	19.2403
ENSG00000005801.18	ZNF195	3.3457	13.6087	12.0679	11.2349	6.4181	2.0777	9.0384	5.1946	8.846	6.6917
ENSG00000005810.18	MYCBP2	15.9025	20.0864	22.1815	10.134	10.6508	232.3877	3.4916	10.3888	10.9661	7.0781
ENSG00000005812.11	FBXL3	23.0047	41.5204	19.2388	22.5256	40.0176	16.3636	10.7842	17.4869	42.6485	18.1824
ENSG00000005844.19	ITGAL	1.161	10.3693	19.5609	3.3946	10.9153	78.3782	2.1212	27.536	2.2355	2.1652
ENSG00000005882.12	PDK2	9.1952	12.7378	4.633	22.287	29.2891	1.5774	16.3035	11.8632	19.3644	16.9055
ENSG00000005884.18	ITGA3	800.581	16.6263	2.8067	18.7542	128.316	0.0611	25.2092	147.1986	146.0537	58.9518
ENSG00000005889.16	ZFX	6.2728	17.4789	11.6298	17.3756	11.9207	48.691	5.6241	6.9988	11.4756	11.016
ENSG00000005893.16	LAMP2	93.3164	104.2261	32.8113	104.2314	138.8691	43.515	107.9452	72.0312	40.466	107.8753
ENSG00000005961.19	ITGA2B	0.4022	0.2596	0.0977	1.5887	0.2576	7.6612	1.195	0.4844	1.8977	0.3932
ENSG00000005981.13	ASB4	0	0.335	0.0134	0.2203	0.0127	0	0.1886	0.3594	0.8769	0.3365
ENSG00000006007.12	GDE1	66.3528	45.2363	42.1916	49.2322	35.539	19.3311	49.212	57.9748	50.0434	68.8152
ENSG00000006015.18	REX1BD	18.1508	32.0584	41.5208	36.4217	8.5288	7.716	82.043	22.7931	11.2693	45.064
ENSG00000006016.11	CRLF1	0.2206	49.121	0.8543	1.4535	8.207	0.9696	5.0023	5.6489	0.6439	1.6834
ENSG00000006025.12	OSBPL7	7.1444	6.8867	12.9252	14.5776	3.848	13.1865	25.547	19.4471	11.3698	17.952
ENSG00000006042.12	TMEM98	1.8293	49.2048	1.5852	43.8356	36.8655	0.0231	54.1428	54.1995	18.057	57.9427
ENSG00000006047.13	YBX2	0.5299	4.9698	0.0133	0.5113	0.5828	0.0518	0.7192	0.2532	12.6347	6.992
ENSG00000006059.4	KRT33A	1.4439	0	0	0.1298	0.1801	0	0.0556	0	0	0
ENSG00000006062.17	MAP3K14	14.5762	8.8357	48.0904	17.5142	16.8323	7.9092	9.3629	17.012	5.643	6.8675
ENSG00000006071.15	ABCC8	0.0065	0.0204	0.0786	9.411	0.0466	0.0095	11.6353	0.0986	0.0911	0.0274
ENSG00000006116.4	CACNG3	0	0	0.0645	5.1167	0.0612	0	1.5862	0	0.0285	0
ENSG00000006118.15	TMEM132A	24.9875	46.4708	4.1136	78.2454	9.0101	0.1318	131.9997	6.3056	27.3433	19.345
ENSG00000006125.18	AP2B1	260.9812	117.2708	68.7128	193.7106	135.2125	76.6302	264.849	138.8087	59.967	133.2087
ENSG00000006128.12	TAC1	0.0478	0.4131	0	2.3214	0.4113	0	29.1375	0.1209	0.8289	1.4085
ENSG00000006194.10	ZNF263	24.2218	19.4382	25.7603	12.1627	13.9471	9.7531	19.3918	15.824	13.5367	22.9986
ENSG00000006210.7	CX3CL1	3.8841	112.4833	10.1862	44.7616	135.7002	0.0201	71.1971	81.9919	9.0206	13.9579
ENSG00000006282.21	SPATA20	71.3161	23.7182	7.6337	62.1547	40.7326	4.5367	16.4958	37.0646	35.0888	36.693
ENSG00000006283.18	CACNA1G	0.0569	1.5398	0.1106	5.8069	0.0117	0.0238	2.4464	0.0823	1.8606	0.1027
ENSG00000006327.14	TNFRSF12A	256.7086	105.1604	7.1057	79.3461	135.4961	0.7986	27.4162	207.8374	279.7264	84.6348
ENSG00000006377.11	DLX6	2.0183	8.0617	0	10.0635	0.4428	0.0348	14.8162	0.04	5.7196	1.2999
ENSG00000006432.15	MAP3K9	3.6851	4.5416	1.4724	2.6557	1.8949	0.1355	3.0746	3.4581	8.5182	2.5447
ENSG00000006451.8	RALA	63.1268	64.7016	56.727	115.1061	51.5105	29.8739	85.2654	60.4547	71.7993	86.5743
ENSG00000006453.14	BAIAP2L1	64.476	22.2963	0.2693	0.9121	3.2374	0.547	0.1952	67.213	48.8301	40.5845
ENSG00000006459.11	KDM7A	10.1879	13.0113	8.3261	12.8577	11.8501	3.4382	5.7901	10.7747	12.5541	17.2822
ENSG00000006468.14	ETV1	5.9893	5.6232	0.2572	136.1013	4.8209	0.0374	46.6551	16.6424	7.2151	1.7555
ENSG00000006530.18	AGK	13.4969	7.6206	11.8305	14.0389	6.5767	18.9595	9.9967	6.0352	10.8785	7.8091
ENSG00000006534.16	ALDH3B1	27.1843	6.423	5.5329	8.3205	54.1321	8.8641	10.5333	75.8638	10.1403	27.6053
ENSG00000006555.11	TTC22	20.4265	9.4366	0.0506	0.1384	7.374	0.255	0	14.3002	13.2546	22.2938
ENSG00000006576.16	PHTF2	16.3864	16.0089	25.1839	21.0661	8.8223	13.5447	11.3214	7.5466	14.2609	7.2113
ENSG00000006606.9	CCL26	1.2799	12.9857	0.6156	1.6839	2.6708	0	1.8538	3.4339	0.854	3.675
ENSG00000006607.14	FARP2	13.0688	13.3265	17.5475	10.5263	5.6221	3.1027	6.776	9.3973	9.5065	12.1766
ENSG00000006611.17	USH1C	0.1001	0.3015	0.0756	4.2072	103.0159	0	14.4386	38.1291	0.5676	96.1267
ENSG00000006625.18	GGCT	128.0879	35.8951	62.5985	38.1411	12.184	11.1291	87.5247	32.2796	37.8372	69.6933
ENSG00000006634.8	DBF4	31.4738	7.4012	37.3627	25.0084	3.818	13.5124	10.9348	5.3137	14.076	12.4443
ENSG00000006638.13	TBXA2R	0.6655	7.368	1.159	6.9692	17.3721	1.8232	15.3405	3.2937	2.452	4.5694
ENSG00000006652.15	IFRD1	3.8923	4.9709	1.3066	10.5296	2.3167	9.7232	11.1321	2.5924	5.3946	3.4656
ENSG00000006659.13	LGALS14	0	0	0	0	0.0649	0	0.0801	0	0.483	0
ENSG00000006695.12	COX10	8.2817	11.0288	14.0739	8.7612	6.0186	9.1725	9.2375	5.2883	8.1517	8.4384
ENSG00000006704.11	GTF2IRD1	32.3725	25.7391	0.2949	24.4084	12.1069	0.3689	19.317	11.9076	32.502	37.5528
ENSG00000006712.15	PAF1	120.4035	119.0803	171.3033	70.8504	78.5419	26.7065	150.7185	84.2193	107.0755	58.4388
ENSG00000006715.16	VPS41	32.4371	25.8663	39.995	53.2194	27.4073	46.0468	40.4867	26.8435	30.9309	23.9955
ENSG00000006740.17	ARHGAP44	0.2018	6.3654	9.2184	1.4423	2.1212	0.36	2.7105	7.6209	3.0212	4.656
ENSG00000006744.19	ELAC2	30.7129	34.0724	86.1475	94.7862	28.9184	27.3896	75.481	24.4882	25.2874	30.3784
ENSG00000006747.15	SCIN	1.5972	29.5398	0.1117	11.3825	25.2393	0.0412	2.5221	11.0466	1.1361	2.3407
ENSG00000006756.16	ARSD	17.9759	24.4673	1.619	16.8249	32.9284	2.849	1.8033	25.4255	15.4127	64.9617
ENSG00000006757.12	PNPLA4	11.5349	13.4194	13.9196	3.6689	19.6615	5.8333	1.4858	12.2133	12.7853	42.8187
ENSG00000006788.14	MYH13	0	0.5252	0	0.0138	0.8149	0.0196	0	0.0113	0.0624	0.0563
ENSG00000006831.10	ADIPOR2	75.7254	93.2519	60.6565	57.3095	59.349	28.3883	47.3436	43.21	34.3533	61.911
ENSG00000006837.12	CDKL3	0.4156	0.5308	1.0602	2.0945	0.4658	1.5226	1.2415	0.2847	0.7453	0.2735
ENSG00000007001.13	UPP2	0.083	0.1739	0	0.9723	0.5556	16.3764	0.1714	0.0467	0.4615	0
ENSG00000007038.11	PRSS21	62.2543	0.3268	0.3457	0.043	0.179	0	0	35.2403	106.5824	0.5254
ENSG00000007047.15	MARK4	24.567	54.1179	23.1371	31.7218	18.4328	8.7701	18.6438	17.2225	28.3732	11.955
ENSG00000007062.12	PROM1	0.1207	53.6413	0.0663	14.4804	71.642	115.4918	1.5923	48.0599	0.1757	81.694
ENSG00000007080.11	CCDC124	105.5862	107.2507	161.4985	114.6441	107.6352	13.4224	523.754	99.4935	117.4439	122.3579
ENSG00000007129.18	CEACAM21	0.4138	3.3169	20.5763	6.8005	2.9679	6.9117	4.3945	10.6407	0.4969	2.0037
ENSG00000007168.14	PAFAH1B1	24.8886	37.6179	35.3132	58.5106	32.0366	41.6403	50.3607	22.3331	20.5587	19.9487
ENSG00000007171.18	NOS2	0.0372	1.8122	0.5481	3.0947	5.2686	0	1.3167	2.0069	0.1489	5.5597
ENSG00000007174.18	DNAH9	0.0048	0.0455	0.0073	6.1992	0.194	0.1132	0.718	6.791	0.0354	0.0102
ENSG00000007202.15	KIAA0100	53.9779	50.5422	53.9275	64.1326	43.7201	81.4586	35.8234	32.1703	28.7747	47.4428
ENSG00000007216.15	SLC13A2	0	0.0797	0	0.0262	0.2001	0	0	0.171	0	5.1254
ENSG00000007237.19	GAS7	0.6603	27.9356	4.5463	56.788	8.9993	12.1894	27.5758	19.2632	9.7202	10.0377
ENSG00000007255.10	TRAPPC6A	163.7748	109.4903	78.7197	52.4747	47.9209	33.6595	217.1217	99.5041	63.3567	139.1904
ENSG00000007264.15	MATK	0.4744	8.4517	0.9114	1.9821	5.3882	16.8296	3.3768	20.3018	2.8623	1.4152
ENSG00000007306.15	CEACAM7	3.515	0.0242	0.0233	0	0	0.0452	0	0.26	0	300.8419
ENSG00000007312.13	CD79B	0.3174	17.8025	302.7576	0.5741	5.8902	1.0463	1.264	5.9206	1.0059	2.0047
ENSG00000007314.12	SCN4A	0.0298	1.2869	0.8025	0.0821	1.7582	0.0727	0.0176	0.0502	0.5297	0.0209
ENSG00000007341.19	ST7L	6.9713	7.1599	1.5936	6.0905	3.6979	8.4561	3.1878	2.5775	5.2239	4.822
ENSG00000007350.17	TKTL1	0	0.0729	0.9643	5.4197	0.1165	1.0538	1.9301	0.2152	0	0.3419
ENSG00000007372.24	PAX6	0.5628	1.7163	0	2.958	0.037	0.1045	0.4525	0.0401	0.0502	0.0751
ENSG00000007376.8	RPUSD1	45.3754	19.0846	78.5678	26.2926	13.0318	9.8263	81.0804	24.4107	54.5618	67.6746
ENSG00000007384.15	RHBDF1	25.4688	50.4862	1.7236	17.0698	12.4299	0.2439	5.4513	36.2549	16.0501	35.4353
ENSG00000007392.17	LUC7L	20.7811	19.705	24.4648	36.6517	3.7622	73.2265	58.9772	14.105	26.1684	21.6966
ENSG00000007402.12	CACNA2D2	0.3394	1.8966	0.133	3.3132	0.7032	0.3131	3.7045	35.5992	1.5851	1.1645
ENSG00000007516.14	BAIAP3	2.196	1.0103	0.334	19.2397	4.7351	0.4513	3.8872	25.7194	2.0996	3.2423
ENSG00000007520.4	TSR3	181.7847	59.1879	87.2161	70.5812	90.1458	12.3826	349.3139	75.357	91.2549	120.1369
ENSG00000007541.17	PIGQ	27.0722	12.1768	9.9864	22.1189	11.5169	5.6758	49.7748	19.2537	22.4273	13.9875
ENSG00000007545.16	CRAMP1	10.125	10.7846	8.1414	6.4825	2.7781	7.2928	9.45	5.3037	6.8957	5.9509
ENSG00000007866.22	TEAD3	69.2977	92.6269	3.082	19.4962	20.8989	0.2752	2.2321	37.9814	85.8732	48.3544
ENSG00000007908.16	SELE	0.767	17.6071	0.9167	0.2766	3.8895	0.2091	0.0947	9.445	0.6903	18.2525
ENSG00000007923.16	DNAJC11	32.0247	22.1589	40.976	21.0105	20.1893	21.7656	13.8732	17.0566	38.0664	28.1579
ENSG00000007933.13	FMO3	0.0951	5.5521	0.6472	0.8114	26.8891	0.244	1.1789	7.7817	0.5238	1.6527
ENSG00000007944.15	MYLIP	27.1068	32.1024	8.4121	24.4424	64.7104	7.6085	9.2149	32.0166	28.0192	31.2287
ENSG00000007952.18	NOX1	2.6055	0.8848	1.41	1.5628	0.8998	0.2357	5.21	1.5189	0.4078	218.2221
ENSG00000007968.7	E2F2	17.7767	4.6963	70.4929	10.8213	0.752	1.9312	11.5453	2.7907	12.6611	8.9554
ENSG00000008018.9	PSMB1	327.6413	261.1811	169.922	243.9939	215.6081	92.2612	327.6423	156.6263	216.555	235.7257
ENSG00000008056.14	SYN1	0.5916	1.1539	1.1924	17.5775	1.2889	0.6422	83.3189	1.9216	3.2459	6.6901
ENSG00000008083.14	JARID2	22.1923	30.2395	45.9809	20.6654	8.119	150.6554	10.1341	10.8805	15.9444	8.4131
ENSG00000008086.13	CDKL5	1.8887	7.1353	0.159	2.8843	5.0097	0.1761	1.3564	3.6955	1.5782	1.6992
ENSG00000008118.10	CAMK1G	0.295	0.6568	1.0031	1.1688	2.5036	0	1.4358	1.3886	0.4756	0.414
ENSG00000008128.23	CDK11A	0.3861	0.8218	0.9483	1.4301	0.3577	0.8015	0.8258	0.4883	0.4938	1.4565
ENSG00000008130.15	NADK	41.1055	30.7477	88.0725	56.6096	26.0929	16.0751	34.0422	62.1993	42.6657	46.3208
ENSG00000008196.13	TFAP2B	0	2.935	0	0.9204	0.0191	0	0.941	0.0336	0	0
ENSG00000008197.5	TFAP2D	0	0	0.0281	0	0.0266	0	0	0	0.0248	0
ENSG00000008226.20	DLEC1	0.1373	2.3285	0.1186	3.9449	0.0422	1.3944	0.7728	6.0469	0.8903	0.3925
ENSG00000008256.16	CYTH3	14.1262	52.8653	3.1827	35.771	28.1756	2.1257	30.366	16.6375	24.3775	23.012
ENSG00000008277.14	ADAM22	1.6294	3.5203	0.8666	20.5173	4.2807	2.9379	18.2913	0.6446	0.4743	1.073
ENSG00000008282.9	SYPL1	1304.8573	149.9449	129.9322	161.0028	259.0082	86.8292	65.0375	130.5848	147.7015	163.0748
ENSG00000008283.16	CYB561	169.0827	129.5967	5.4398	30.5436	36.6828	6.3825	5.0855	81.9963	34.8143	69.8238
ENSG00000008294.21	SPAG9	51.5709	41.1004	26.7213	78.2049	36.1434	25.8239	60.9039	24.1514	12.1242	22.1374
ENSG00000008300.17	CELSR3	6.0124	4.405	10.9004	12.3998	0.089	0.5279	28.0451	2.2709	4.1458	5.6955
ENSG00000008311.15	AASS	14.3125	8.1518	1.0483	32.3435	6.2514	0.1079	22.815	18.7957	2.9568	1.499
